Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code
2729-VNVAP,Female,35,Yes,1,Vallejo,94590
7511-YMXVQ,Male,54,No,0,Lynwood,90262
4877-EVATK,Male,30,No,0,Elk,95432
1400-WIVLL,Male,31,Yes,0,Oakdale,95361
7527-QNRUS,Male,33,Yes,3,Escondido,92027
3374-TTZTK,Male,26,Yes,0,Sun City,92585
1307-ATKGB,Male,21,No,0,Santa Clara,95054
2911-UREFD,Female,50,Yes,0,Santa Monica,90405
6229-LSCKB,Male,69,No,0,Encino,91436
3450-WXOAT,Male,36,No,0,Bakersfield,93309
8735-DCXNF,Male,34,Yes,0,Pilot Hill,95664
0303-WMMRN,Male,32,No,0,Glendale,91207
9867-NNXLC,Female,43,No,0,Pacific Grove,93950
8033-ATFAS,Female,32,Yes,2,San Mateo,94404
0420-TXVSG,Male,43,Yes,0,San Jose,95112
3654-ARMGP,Female,60,No,0,Los Angeles,90064
3934-HXCFZ,Male,33,Yes,0,Pinecrest,95364
1852-XEMDW,Male,20,No,0,Mad River,95552
2363-BJLSL,Male,49,No,0,Bonita,91902
5442-PPTJY,Male,44,Yes,3,Arcadia,91006
0487-VVUVK,Male,49,Yes,2,Santa Barbara,93109
2081-KJSQF,Male,25,No,0,Isleton,95641
2018-PZKMU,Male,32,Yes,3,Santa Ana,92701
2346-DJQTB,Female,54,No,0,Fairfax,94930
5804-LEPIM,Female,74,No,0,San Diego,92122
8229-TNIQA,Female,36,No,0,Pasadena,91105
0988-AADSA,Female,40,Yes,2,Forbestown,95941
4056-QHXHZ,Female,49,Yes,2,Goleta,93117
6719-OXYBR,Male,41,No,0,California City,93505
0380-NEAVX,Male,72,No,0,Newport Beach,92660
8060-HIWJJ,Male,35,No,0,Lincoln,95648
7396-VJUZB,Male,33,Yes,2,Willow Creek,95573
6726-WEXXK,Male,72,Yes,0,Fields Landing,95537
5087-SUURX,Female,46,Yes,0,Yorba Linda,92887
7649-SIJJF,Male,36,Yes,0,Emeryville,94608
6234-RAAPL,Female,60,Yes,0,Los Angeles,90038
5084-OOVCJ,Female,25,Yes,3,Canyon Dam,95923
1813-JYWTO,Female,59,Yes,0,Shandon,93461
1222-KJNZD,Male,61,Yes,1,Palos Verdes Peninsula,90274
4778-IZARL,Male,46,Yes,0,New Cuyama,93254
9365-CSLBQ,Male,36,No,3,Richgrove,93261
0567-GGCAC,Female,38,No,0,Biola,93606
6849-WLEYG,Male,43,No,3,Emeryville,94608
7563-BIUPC,Male,30,No,0,San Diego,92122
4782-OSFXZ,Female,72,Yes,0,Lodi,95242
4657-FWVFY,Female,51,Yes,2,Kings Beach,96143
6434-TTGJP,Male,49,Yes,2,Geyserville,95441
5981-ZVXOT,Female,72,No,0,San Diego,92131
5985-BEHZK,Female,78,Yes,0,Santa Ana,92705
9638-JIQYA,Male,22,No,0,Ballico,95303
9620-QJREV,Male,62,No,0,Weldon,93283
9541-PWTWO,Female,32,No,0,Willow Creek,95573
7929-DMBCV,Female,45,Yes,0,Arroyo Grande,93420
0219-QAERP,Male,33,Yes,0,Oxnard,93033
4537-CIBHB,Female,59,Yes,3,Arvin,93203
9052-VKDUW,Female,68,Yes,0,Pollock Pines,95726
8779-YIQQA,Male,38,Yes,1,Pico Rivera,90660
8087-LGYHQ,Male,40,No,0,Crestline,92325
6627-CFOSN,Female,54,No,0,Madera,93637
2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,92518
3571-DPYUH,Male,30,Yes,3,Temecula,92592
1015-JPFYW,Male,47,No,2,Clements,95227
9611-CTWIH,Female,56,No,0,Garden Grove,92841
2253-KPMNB,Female,29,Yes,2,Live Oak,95953
7596-LDUXP,Female,61,No,0,Rodeo,94572
9658-WYUFB,Female,57,No,0,Lathrop,95330
8224-UAXBZ,Female,55,Yes,0,Sacramento,95827
4821-WQOYN,Female,25,Yes,2,Little River,95456
3635-QQRQD,Male,19,No,0,Westmorland,92281
0112-QWPNC,Male,61,Yes,0,Valyermo,93563
6393-WRYZE,Female,35,Yes,0,Bridgeville,95526
5939-XAIXZ,Female,54,No,0,Birds Landing,94512
3329-WDIOK,Female,56,No,0,Edwards,93523
9229-RQABD,Male,45,No,0,Salton City,92275
5989-AXPUC,Female,27,Yes,0,Garden Grove,92840
4702-IOQDC,Female,58,No,0,Gustine,95322
2368-GAKKQ,Female,28,No,0,Sylmar,91342
5394-MEITZ,Female,26,Yes,0,Corona Del Mar,92625
1708-PBBOA,Female,51,No,0,Banning,92220
7730-IUTDZ,Male,63,No,0,Chatsworth,91311
0292-WEGCH,Female,40,Yes,2,Death Valley,92328
9389-ACWBI,Female,47,Yes,2,Richvale,95974
3006-XIMLN,Female,34,No,0,Garden Valley,95633
7321-PKUYW,Female,46,No,0,Branscomb,95417
6746-WAUWT,Male,62,No,0,Salida,95368
3487-EARAT,Female,46,Yes,0,Wishon,93669
6211-WHMYA,Female,77,No,0,Chula Vista,91915
6313-GIDIT,Male,73,No,0,Point Arena,95468
1347-KTTTA,Male,22,Yes,0,Canyon Country,91351
8480-PPONV,Male,56,Yes,3,Guerneville,95446
3084-DOWLE,Female,47,Yes,0,Citrus Heights,95621
4967-WPNCF,Male,36,No,0,Huron,93234
6122-EFVKN,Male,44,No,0,San Diego,92123
1960-UOTYM,Male,61,Yes,2,Lakewood,90712
2810-FTLEM,Female,21,No,0,Los Angeles,90036
8040-MNRTF,Female,47,No,0,Taft,93268
3785-KTYSH,Male,24,No,0,Mission Hills,91345
9867-XOBQA,Female,59,No,1,Pasadena,91105
9142-XMYJH,Female,46,No,0,Fresno,93721
4678-DVQEO,Female,41,No,0,Bass Lake,93604
9127-FHJBZ,Male,60,Yes,3,Vallecito,95251
4750-ZRXIU,Female,68,No,0,Palo Alto,94304
0023-XUOPT,Female,26,Yes,0,Carnelian Bay,96140
7538-GWHML,Female,52,No,0,Lemon Cove,93244
2525-GVKQU,Female,60,No,0,Santa Margarita,93453
2181-TIDSV,Male,47,Yes,3,Glen Ellen,95442
3474-BAFSJ,Male,27,Yes,0,West Hollywood,90069
1329-VHWNP,Female,42,No,0,Grover Beach,93433
0329-GTIAJ,Female,40,No,0,Garden Grove,92844
4676-MQUEA,Male,80,Yes,0,Laguna Beach,92651
8626-XHBIE,Male,48,No,3,Riverdale,93656
4139-DETXS,Female,53,Yes,0,Needles,92363
8564-LDKFL,Male,37,Yes,0,Big Bar,96010
1965-AKTSX,Female,65,No,0,Byron,94514
6332-FBZRI,Male,39,Yes,1,Sacramento,95864
6907-CQGPN,Male,40,No,0,Oakland,94612
5171-EPLKN,Male,27,No,0,Rancho Cucamonga,91739
4747-LCAQL,Male,28,No,0,Los Angeles,90037
9039-ZVJDC,Male,49,No,0,Pauma Valley,92061
4289-DTDKW,Male,54,Yes,0,Madera,93637
4238-HFHSN,Male,66,Yes,0,Elverta,95626
1790-NESIO,Female,23,No,0,Concord,94518
9572-WUKSB,Male,22,Yes,0,South Pasadena,91030
0311-QYWSS,Female,63,No,0,Garberville,95542
8016-NCFVO,Male,70,No,0,Glendale,91203
9019-QVLZD,Female,58,No,0,Oakland,94602
1324-NLTJE,Female,73,No,0,Emeryville,94608
5168-MSWXT,Male,26,Yes,3,Essex,92332
6898-RBTLU,Female,47,Yes,1,Whittier,90602
0114-IGABW,Female,40,Yes,0,Cambria,93428
3683-QKIUE,Female,51,No,0,San Francisco,94107
3173-WSSUE,Female,22,Yes,2,Canoga Park,91304
4232-JGKIY,Male,22,No,0,Los Angeles,90011
3164-AALRN,Male,39,No,0,Greenwood,95635
1167-OYZJF,Female,65,Yes,0,Santa Monica,90402
4143-HHPMK,Male,46,No,0,Mission Hills,91345
1704-NRWYE,Female,79,No,0,Point Reyes Station,94956
5902-WBLSE,Female,32,Yes,1,Bonita,91902
9802-CAQUT,Female,27,Yes,3,Coarsegold,93614
0343-QLUZP,Male,38,No,0,San Jose,95111
1465-VINDH,Female,31,Yes,0,Los Angeles,90028
5908-QMGOE,Male,74,No,0,Fowler,93625
8132-YPVBX,Female,28,No,0,Salinas,93907
8152-VETUR,Female,26,Yes,0,Bishop,93514
6457-USBER,Male,34,No,0,San Diego,92121
2931-SVLTV,Male,59,Yes,3,Vallejo,94589
2453-SAFNS,Female,68,No,0,Likely,96116
2545-EBUPK,Female,70,No,0,Los Angeles,90045
9057-SIHCH,Female,48,No,0,Twentynine Palms,92278
2455-USLMV,Female,30,No,0,Redlands,92373
8837-VVWLQ,Female,35,No,0,Capistrano Beach,92624
5135-GRQJV,Male,75,Yes,0,Cantua Creek,93608
6637-KYRCV,Female,22,Yes,1,La Puente,91744
7665-TOALD,Female,25,No,0,Temecula,92592
8780-RSYYU,Female,42,No,0,Dixon,95620
3363-DTIVD,Male,55,Yes,3,Reseda,91335
5730-RIITO,Female,73,No,0,Willows,95988
3005-NFMTA,Male,73,No,0,Valencia,91354
2080-GKCWQ,Male,54,No,0,San Pablo,94806
4423-JWZJN,Male,57,Yes,2,Springville,93265
6942-LBFDP,Female,30,No,0,Bakersfield,93308
0295-QVKPB,Male,38,No,0,Riverdale,93656
7129-AZJDE,Male,59,Yes,1,Huntington Beach,92647
7577-SWIFR,Male,49,No,0,Glendale,91206
3995-WFCSM,Female,28,No,0,San Jacinto,92582
7009-PCARS,Male,53,No,2,Stockton,95215
3703-TTEPD,Male,28,No,0,Irvine,92614
6655-LHBYW,Male,46,No,0,Glendora,91741
2202-OUTMO,Female,59,Yes,0,Caruthers,93609
2325-ZUSFD,Female,46,Yes,0,Irvine,92602
7893-IXHRQ,Male,53,No,0,Sacramento,95826
9974-JFBHQ,Male,31,No,1,Del Rey,93616
1731-TVIUK,Female,47,No,0,Temecula,92592
8931-GJJIQ,Female,46,No,0,Burlingame,94010
9375-MHRRS,Male,37,No,0,San Jose,95125
4827-LTQRJ,Female,70,Yes,2,Shasta,96087
5652-MSDEY,Female,37,No,0,Sutter Creek,95685
8019-ENHXU,Male,50,Yes,0,Oakland,94601
9251-AWQGT,Female,19,Yes,3,Palmdale,93591
0568-ONFPC,Male,34,Yes,1,San Francisco,94112
2656-TABEH,Male,57,Yes,0,Temecula,92591
7520-HQWJU,Female,22,Yes,1,Santa Ysabel,92070
9700-ZCLOT,Male,46,No,0,Claremont,91711
4501-VCPFK,Male,25,No,0,Coachella,92236
1972-XMUWV,Female,46,Yes,0,Miramonte,93641
8080-POTJR,Female,59,No,0,Rancho Palos Verdes,90275
3721-CNEYS,Female,45,No,0,Douglas City,96024
8550-XSXUQ,Male,41,Yes,0,Cottonwood,96022
7115-IRDHS,Female,64,Yes,0,Sonora,95370
7067-KSAZT,Female,66,Yes,0,Chico,95928
7663-ZTEGJ,Male,46,No,0,Escondido,92027
3190-FZATL,Male,49,No,5,Lakeside,92040
4128-ETESU,Female,73,Yes,0,Pasadena,91101
8654-DHAOW,Female,47,No,0,Burson,95225
7625-XCQRH,Female,48,No,0,Strathmore,93267
3838-OZURD,Male,28,Yes,0,Somes Bar,95568
0229-LFJAF,Male,53,No,0,Clovis,93611
5236-XMZJY,Female,27,No,0,Los Angeles,90031
7140-ADSMJ,Male,23,No,0,Los Banos,93635
7975-TZMLR,Male,37,No,0,Reedley,93654
5922-ABDVO,Female,20,Yes,0,Seal Beach,90740
7633-MVPUY,Male,50,Yes,0,Diamond Bar,91765
3347-YJZZE,Male,60,Yes,2,Los Osos,93402
6661-HBGWL,Female,69,No,0,Mineral,96063
1169-SAOCL,Male,45,No,0,Brookdale,95007
8818-XYFCQ,Male,39,Yes,0,Walnut Creek,94598
9814-AOUDH,Male,29,No,0,Arbuckle,95912
8048-DSDFQ,Male,63,No,0,Midway City,92655
8329-UTMVM,Male,76,No,0,Bakersfield,93313
6114-TCFID,Female,47,No,0,Pismo Beach,93449
0098-BOWSO,Male,26,No,0,San Jose,95131
6645-MXQJT,Male,40,Yes,1,Copperopolis,95228
2748-MYRVK,Female,22,No,0,Fresno,93702
4623-ZKHLY,Male,43,Yes,0,Ontario,91762
5985-TBABQ,Female,45,No,0,West Sacramento,95605
2907-ILJBN,Female,21,Yes,0,Duarte,91010
8207-DMRVL,Male,47,Yes,3,Yorba Linda,92886
2360-RDGRO,Male,48,Yes,0,Sutter,95982
4500-HKANN,Male,33,Yes,0,Anaheim,92807
8679-LZBMD,Male,30,Yes,0,North Fork,93643
3961-SXAXY,Male,49,No,0,Thousand Oaks,91362
6741-EGCBI,Male,69,No,0,Hacienda Heights,91745
6366-XIVKZ,Female,40,Yes,3,San Jose,95122
1544-JJMYL,Male,19,No,0,San Jose,95119
8854-CCVSQ,Male,58,No,0,Browns Valley,95918
4538-WNTMJ,Female,39,Yes,0,Isleton,95641
6397-JNZZG,Female,70,Yes,0,Adin,96006
9700-ISPUP,Female,59,Yes,1,Valley Center,92082
0384-RVBPI,Male,64,No,0,Turlock,95380
1891-FZYSA,Male,65,Yes,0,Piercy,95587
8400-WZICQ,Female,49,Yes,2,Long Beach,90813
6145-NNPNO,Female,45,No,0,Santa Rosa,95404
3977-QCRSL,Female,30,No,0,Warner Springs,92086
4291-TPNFG,Male,56,Yes,0,Raisin City,93652
0670-KDOMA,Female,42,No,0,Chowchilla,93610
6128-AQBMT,Male,65,Yes,0,Nicasio,94946
5232-NXPAY,Female,33,No,0,Hilmar,95324
3873-NFTGI,Male,54,No,0,Fresno,93703
7571-YXDAD,Female,37,No,0,Davis,95618
3621-CEOVK,Female,71,Yes,0,Trinity Center,96091
5035-BVCXS,Male,20,No,0,Loyalton,96118
4455-BFSPD,Female,35,Yes,0,Escondido,92027
1568-LJSZU,Male,39,Yes,0,Harbor City,90710
5227-JSCFE,Male,74,Yes,0,Scotts Valley,95066
2805-AUFQN,Female,42,No,0,Traver,93673
7123-WQUHX,Male,34,No,0,Santa Monica,90401
6030-REHUX,Female,76,Yes,0,Fountain Valley,92708
7218-HKQFK,Male,49,Yes,0,Homeland,92548
0877-SDMBN,Female,20,No,0,San Diego,92126
0325-XBFAC,Male,44,No,0,Hoopa,95546
2208-NQBCT,Female,23,Yes,3,San Jose,95138
4808-YNLEU,Female,51,Yes,0,Maywood,90270
3345-PBBFH,Male,24,Yes,0,Fowler,93625
2923-ARZLG,Male,38,Yes,2,La Verne,91750
3787-TRIAL,Male,23,Yes,9,San Ardo,93450
2873-ZLIWT,Female,64,Yes,0,Temecula,92592
0853-NWIFK,Female,27,No,0,Woodacre,94973
9919-YLNNG,Female,38,No,0,Malibu,90263
2933-FILNV,Female,53,Yes,3,Carlsbad,92009
7718-UPSKJ,Female,59,Yes,0,San Diego,92116
0013-EXCHZ,Female,75,Yes,0,Camarillo,93010
0536-BGFMZ,Female,27,Yes,0,Leggett,95585
3753-TSEMP,Female,21,Yes,0,San Diego,92139
3640-PHQXK,Female,54,No,0,Union City,94587
1964-SVLEA,Male,59,No,0,Upland,91786
3571-RFHAR,Male,60,No,0,Santa Paula,93060
3716-UVSPD,Male,54,No,0,San Juan Capistrano,92675
0727-BMPLR,Female,66,No,0,Fresno,93706
0397-GZBBC,Male,70,Yes,0,South Dos Palos,93665
2520-SGTTA,Female,23,Yes,3,Ben Lomond,95005
2692-PFYTJ,Female,23,No,0,Hercules,94547
3638-DIMPH,Female,34,Yes,0,Wilseyville,95257
5889-JTMUL,Female,67,Yes,0,Castaic,91384
0219-YTZUE,Male,26,Yes,0,San Diego,92122
8571-ZCMCX,Female,37,Yes,2,Fresno,93706
7349-ALMUX,Male,35,No,0,Rancho Cucamonga,91730
1597-LHYNC,Female,74,No,0,Auburn,95602
6080-TCMYC,Male,55,Yes,3,Rosemead,91770
4926-UMJZD,Female,51,Yes,0,Mt Baldy,91759
3646-ITDGM,Female,42,No,0,Sacramento,95822
7598-UAASY,Male,19,Yes,0,Marshall,94940
2207-RYYRL,Male,34,Yes,1,Grass Valley,95945
0643-OKLRP,Female,73,Yes,0,Azusa,91702
1905-OEILC,Female,42,No,0,Pebble Beach,93953
0742-LAFQK,Male,52,Yes,0,Fullerton,92833
2040-VZIKE,Female,56,Yes,0,Stevinson,95374
6103-LIANB,Male,49,Yes,1,Westminster,92683
7517-SAWMO,Female,31,Yes,0,Granada Hills,91344
2251-PYLPB,Male,34,Yes,0,Big Bear Lake,92315
6217-TOWGS,Female,29,Yes,0,San Jose,95113
2685-SREOM,Female,36,Yes,0,Rancho Cucamonga,91730
4958-GZWIY,Male,61,Yes,0,North Palm Springs,92258
1535-VTJOQ,Female,19,No,0,Thornton,95686
3963-RYFNS,Female,25,No,0,Venice,90291
1268-ASBGA,Female,66,Yes,0,Huntington Park,90255
7878-JGDKK,Male,38,No,0,Selma,93662
8006-PYCSW,Female,60,No,0,Los Angeles,90040
4937-QPZPO,Male,62,Yes,3,Snelling,95369
8350-NYMVI,Female,35,No,0,Chico,95973
1455-UGQVH,Male,35,Yes,0,Acampo,95220
4501-EQDRN,Female,64,No,0,Montclair,91763
7550-WIQVA,Male,34,Yes,1,Rocklin,95677
2607-FBDFF,Male,32,No,0,Tuolumne,95379
6999-CHVCF,Male,40,No,0,Covina,91723
9801-GDWGV,Female,52,No,0,Temecula,92592
8980-WQFWL,Female,61,No,0,Ontario,91761
1177-XZBJL,Male,35,Yes,2,Palermo,95968
6954-OOYZZ,Male,41,Yes,0,Los Angeles,90006
2790-XUYMV,Male,19,No,1,Mount Hamilton,95140
1197-BVMVG,Female,65,No,0,Friant,93626
3301-LSLWQ,Female,32,No,0,Vallejo,94592
7825-ECJRF,Female,43,No,1,Santa Clarita,91350
3766-EJLFL,Female,55,Yes,3,Mill Creek,96061
8807-OPMBM,Female,36,Yes,3,Newbury Park,91320
4686-UXDML,Female,24,No,0,Cutler,93615
7503-MIOGA,Female,68,Yes,0,Shandon,93461
1845-CSBRZ,Female,71,Yes,1,Pomona,91766
9581-GVBXT,Male,59,Yes,2,Santa Maria,93455
2256-YLYLP,Male,45,Yes,1,Cypress,90630
2017-CCBLH,Female,55,No,0,Weott,95571
9647-ERGBE,Female,64,Yes,0,Turlock,95380
1389-WNUIB,Female,21,Yes,3,San Diego,92154
0362-RAOQO,Female,48,No,0,Norco,92860
2229-DPMBI,Female,19,Yes,2,Blairsden Graeagle,96103
1897-RCFUM,Female,31,Yes,2,Point Arena,95468
6374-AFWOX,Male,23,Yes,0,Long Beach,90815
3750-RNQKR,Female,38,No,0,Alameda,94501
5331-RGMTT,Male,67,Yes,0,Point Arena,95468
4132-KALRO,Female,31,No,0,Davis Creek,96108
2400-FEQME,Male,57,Yes,3,Grenada,96038
2722-VOJQL,Male,30,No,0,San Diego,92126
2824-MYYBN,Female,43,Yes,2,Bakersfield,93313
9488-HGMJH,Female,78,No,0,Indian Wells,92210
4450-YOOHP,Female,56,No,0,Sacramento,95818
3453-RTHJQ,Male,59,No,0,San Bernardino,92407
6202-DYYFX,Female,64,No,0,West Covina,91792
0516-QREYC,Female,78,No,0,Capay,95607
6184-DYUOB,Female,28,Yes,0,Palermo,95968
7771-CFQRQ,Female,32,Yes,3,Mariposa,95338
3824-RHKVR,Female,27,No,0,Fullerton,92833
3642-BYHDO,Female,34,Yes,1,Downey,90240
1494-EJZDW,Female,51,Yes,3,Nice,95464
9585-KKMFD,Male,24,Yes,1,San Miguel,93451
8883-ANODQ,Female,44,Yes,1,Termo,96132
4160-AMJTL,Female,74,No,0,Fellows,93224
7548-SEPYI,Female,62,No,0,Temecula,92592
2592-HODOV,Male,44,No,0,Brea,92823
0943-ZQPXH,Male,46,Yes,1,Vacaville,95688
6402-ZFPPI,Female,75,No,0,Fair Oaks,95628
7716-YTYHG,Female,41,Yes,0,Oxnard,93030
6532-YLWSI,Female,25,Yes,0,Crescent Mills,95934
8816-VXNZD,Female,36,No,0,Coronado,92118
3923-CSIHK,Female,69,Yes,0,Herald,95638
8461-EFQYM,Female,36,No,0,San Jose,95119
7789-CRUVC,Female,77,Yes,0,San Diego,92107
2245-ADZFJ,Female,58,Yes,0,Castella,96017
5176-LDKUH,Female,64,No,0,San Francisco,94114
3217-FZDMN,Female,66,No,0,Los Angeles,90001
3387-VATUS,Male,44,No,0,Aromas,95004
3022-BEXHZ,Male,19,Yes,1,Sonoma,95476
5650-YLIBA,Male,60,No,0,Lakeport,95453
4301-VVZKA,Male,25,Yes,0,San Francisco,94123
8672-OAUPW,Male,48,No,0,Corona,92883
3871-IKPYH,Male,70,No,0,Camarillo,93010
6738-ISCBM,Male,55,No,0,Northridge,91324
2351-RRBUE,Female,20,Yes,0,Tulelake,96134
0617-FHSGK,Male,62,No,0,Rancho Cordova,95670
5707-ZMDJP,Male,61,Yes,2,Norwalk,90650
6087-MVHJH,Female,44,No,0,French Camp,95231
3146-MSEGF,Female,71,Yes,0,Paramount,90723
4523-WXCEF,Female,21,Yes,0,San Jose,95129
3481-JHUZH,Male,36,Yes,0,Forks Of Salmon,96031
9944-AEXBM,Male,51,No,0,Casmalia,93429
4749-VFKVB,Female,47,No,0,Inverness,94937
6023-GSSXW,Female,27,Yes,0,Wofford Heights,93285
2243-FNMMI,Male,20,No,0,Torrance,90501
9114-VEPUF,Male,19,Yes,0,Redwood City,94065
9648-BCHKM,Female,22,Yes,3,Palmdale,93550
4824-GUCBY,Female,77,No,0,San Francisco,94127
7277-KAMWT,Male,23,No,0,San Leandro,94578
7964-VEXDG,Male,61,No,2,Anaheim,92802
0178-SZBHO,Male,54,Yes,1,Tuolumne,95379
4295-YURET,Female,78,Yes,1,San Quentin,94964
8547-NSBBO,Male,62,No,0,San Pedro,90731
6778-EICRF,Male,57,Yes,1,Clio,96106
2272-WUSPA,Female,48,Yes,0,Milford,96121
7126-RBHSD,Female,53,Yes,0,Lathrop,95330
2458-EOMRE,Female,19,No,0,Mc Farland,93250
8108-UXRQN,Female,23,Yes,1,Lawndale,90260
2040-XBAVJ,Male,51,Yes,1,Malibu,90263
5384-ZTTWP,Female,49,Yes,1,Yuba City,95991
6242-MBHPK,Female,67,Yes,0,Hathaway Pines,95233
3244-CQPHU,Female,77,No,0,Berkeley,94710
9674-EHPPG,Male,63,Yes,0,Berkeley,94707
6179-GJPSO,Female,67,No,0,Escondido,92027
7570-WELNY,Female,52,Yes,0,Sherman Oaks,91423
6537-OTKMY,Male,52,No,0,Covelo,95428
6817-WTYHE,Male,56,No,0,Happy Camp,96039
3565-UNOCC,Female,65,Yes,0,Stockton,95209
6986-IXNDM,Male,47,No,0,Three Rivers,93271
6383-ZTSIW,Female,77,Yes,0,Gustine,95322
3339-EAQNV,Male,75,Yes,0,Palermo,95968
1754-GKYPY,Male,65,Yes,0,Carson,90746
1891-UAWWU,Female,79,Yes,0,Johannesburg,93528
8592-PLTMQ,Female,53,No,0,Fontana,92335
8441-SHIPE,Female,53,No,0,Glendale,91204
7641-TQFHN,Male,21,No,1,Fresno,93704
6543-JXSOO,Female,30,Yes,0,Clipper Mills,95930
9812-GHVRI,Female,50,No,0,Clements,95227
3665-JATSN,Female,19,No,0,Mount Shasta,96067
2925-VDZHY,Male,64,Yes,2,Sonora,95370
4130-MZLCC,Female,24,No,0,Temple City,91780
4922-CVPDX,Female,23,Yes,0,Westminster,92683
7248-VZQLC,Female,78,No,0,Concord,94521
2649-HWLYB,Male,45,Yes,0,Fresno,93727
8384-FZBJK,Female,37,Yes,3,San Mateo,94404
5453-YBTWV,Male,52,Yes,2,Moreno Valley,92557
3419-SNJJD,Female,78,Yes,0,Yorba Linda,92887
5183-SNMJQ,Male,32,No,0,Frazier Park,93225
0895-UADGO,Male,46,No,0,River Pines,95675
0867-LDTTC,Male,51,No,0,Sacramento,95830
3810-PJUHR,Male,63,Yes,1,Morongo Valley,92256
2262-SLNVK,Female,53,No,0,Birds Landing,94512
4116-TZAQJ,Female,23,No,0,Culver City,90230
1564-HJUVY,Male,53,No,0,Modesto,95354
7245-JMTTQ,Female,19,No,0,Baldwin Park,91706
6551-GNYDG,Female,33,Yes,1,Long Beach,90808
1448-CYWKC,Female,61,Yes,3,Coronado,92118
4690-LLKUA,Male,68,No,0,San Diego,92130
4554-YGZIH,Male,75,Yes,0,Summerland,93067
6711-VTNRE,Female,42,No,0,Tranquillity,93668
6825-UYPFK,Female,47,No,0,Sun City,92586
6595-YGXIT,Male,71,No,0,Boulder Creek,95006
1429-UYJSV,Female,57,No,0,San Jose,95119
8590-YFFQO,Male,24,Yes,0,Morgan Hill,95037
9489-JMTTN,Female,41,Yes,1,Hickman,95323
1041-RXHRA,Female,25,No,0,Guatay,91931
6143-JQKEA,Male,34,No,0,Adelanto,92301
2654-VBVPB,Female,22,No,0,Newport Beach,92663
8266-VBFQL,Male,55,No,0,Jamul,91935
8158-WPEZG,Male,20,No,0,Los Angeles,90061
5445-PZWGX,Male,63,No,0,Travis Afb,94535
8775-LHDJH,Female,77,Yes,0,San Jose,95136
4315-MURBD,Female,64,No,0,San Bruno,94066
0334-GDDSO,Male,77,No,0,San Diego,92122
4001-TSBTV,Female,49,Yes,2,Sacramento,95827
1074-AMIOH,Female,38,Yes,2,San Francisco,94127
2038-OEQZH,Male,63,No,0,Menifee,92584
4075-WKNIU,Female,25,Yes,3,Bell,90201
9258-CNWAC,Female,23,Yes,2,Long Beach,90813
6082-OQFBA,Male,62,Yes,0,Victorville,92394
0422-UXFAP,Female,34,Yes,0,San Diego,92117
4135-FRWKJ,Female,66,Yes,1,Santa Monica,90404
7427-AUFPY,Male,27,No,0,Hamilton City,95951
3070-FNFZQ,Female,48,Yes,1,Happy Camp,96039
1015-OWJKI,Male,46,No,0,Lawndale,90260
2311-QYMUQ,Female,41,Yes,0,San Joaquin,93660
2662-NNTDK,Male,50,No,0,Coleville,96107
6901-GOGZG,Male,28,No,1,Lake Hughes,93532
7379-POKDZ,Male,31,Yes,0,Lancaster,93536
5716-EZXZN,Female,56,Yes,0,Surfside,90743
1406-PUQVY,Male,29,No,1,Madison,95653
8194-PEEBY,Female,38,Yes,3,Irvine,92604
9777-IQHWP,Male,53,Yes,1,Greenfield,93927
9087-EYCPR,Female,63,No,0,Manteca,95336
5228-EXCET,Male,40,No,0,San Diego,92126
1689-MRZQR,Male,36,Yes,0,Turlock,95382
2900-PHPLN,Female,73,Yes,0,Vista,92083
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028
2782-JEEBU,Male,39,No,0,Los Molinos,96055
5115-GZDEL,Male,20,No,3,Chula Vista,91911
1626-ERCMM,Male,75,Yes,0,Camp Nelson,93208
0930-EHUZA,Female,33,No,0,Calpine,96124
9758-MFWGD,Female,75,Yes,2,Hawthorne,90250
0130-SXOUN,Male,55,No,0,Glenhaven,95443
4803-LBYPN,Male,44,Yes,1,Orange,92868
4174-LPGTI,Female,49,Yes,0,Beaumont,92223
9644-KVCNC,Female,49,No,0,Fountain Valley,92708
5442-UTCVD,Male,53,No,0,Pittsburg,94565
4723-BEGSG,Male,35,Yes,0,Corona,92881
3280-NMUVX,Male,53,Yes,0,Rio Vista,94571
0117-LFRMW,Male,52,Yes,1,Angwin,94508
2480-JZOSN,Female,64,Yes,0,Woody,93287
3696-XRIEN,Female,59,No,0,San Jose,95124
7317-GGVPB,Male,57,Yes,0,Lotus,95651
1845-ZLLIG,Male,45,No,0,Woodbridge,95258
7426-WEIJX,Male,71,Yes,1,Olympic Valley,96146
5349-IECLD,Male,61,No,0,San Jose,95111
6158-DWPZT,Male,53,Yes,0,Avery,95224
8277-RVRSV,Female,22,Yes,1,Danville,94506
4616-EWBNJ,Female,23,No,0,Los Angeles,90042
3808-HFKDE,Female,35,No,0,Alhambra,91801
1569-TTNYJ,Male,55,Yes,0,Richmond,94805
4250-FDVOU,Female,44,No,0,Woodland,95695
2049-BAFNW,Female,60,No,0,Vallejo,94592
3336-JORSO,Female,70,No,0,Hayward,94542
6421-SZVEM,Female,30,Yes,1,Carson,90745
1099-BTKWT,Female,58,Yes,0,Mission Viejo,92692
